p,best_z,best_score_core,mean_score_core,min_score_core,n_s_pred,n_s_sigma
104417,6,0.008680749776229672,0.1259495014016516,0.008680749776229672,0.968145739896602,0.7727952134766762
104459,6,0.008567181938682163,0.12597693989773642,0.008567181938682163,0.9681500097002957,0.7738118334037534
104471,6,0.008534779557382906,0.12598478473782795,0.008534779557382906,0.9681512292237943,0.774102196141496
104473,6,0.008529381159675152,0.1259860924414612,0.008529381159675152,0.9681514324595523,0.7741505856076867
104479,6,0.008513189412424769,0.1259900159487448,0.008513189412424769,0.968152042135702,0.7742957465957313
104491,6,0.008480821509381573,0.12599786475436273,0.008480821509381573,0.9681532613479636,0.7745860352294441
104513,6,0.008421534942926077,0.12601226048509037,0.008421534942926077,0.9681554960856418,0.775118115628999
104527,6,0.008383844400162451,0.1260214256607244,0.008383844400162451,0.968156917864896,0.775456634499051
104537,6,0.008356940560320174,0.12602797426113402,0.008356940560320174,0.9681579332660636,0.7756983966818111
104543,6,0.008340805507338558,0.12603190424515612,0.008340805507338558,0.9681585424446011,0.7758434391907403
104549,6,0.008324675926114253,0.12603583484991657,0.008324675926114253,0.9681591515765238,0.7759884706009021
104551,6,0.008319300619767087,0.12603714518985953,0.008319300619767087,0.9681593546101402,0.7760368119381581
104561,6,0.0082924332899369,0.12604369793127126,0.0082924332899369,0.9681603697005501,0.776278500130977
104579,6,0.008244111073025058,0.12605549726945803,0.008244111073025058,0.9681621965371352,0.7767134612226715
104593,6,0.008206562187317324,0.12606467848285263,0.008206562187317324,0.9681636171202119,0.7770516952885591
104597,6,0.008195839626978665,0.12606730232659522,0.008195839626978665,0.9681640229545249,0.7771483225059241
104623,6,0.00812620543818477,0.12608436431140235,0.00812620543818477,0.9681666603732564,0.7777762793467625
104639,6,0.008083408153607384,0.1260948700880789,0.008083408153607384,0.968168282965841,0.7781626109145309
104651,6,0.008051337881223815,0.12610275250486389,0.008051337881223815,0.9681694996932031,0.7784523079055037
104659,6,0.008029971024740063,0.12610800893021643,0.008029971024740063,0.9681703107414358,0.7786454146275715
104677,6,0.007981935009765993,0.12611984025680228,0.007981935009765993,0.9681721352977691,0.7790798328021791
104681,6,0.007971267816211549,0.12612247026784945,0.007971267816211549,0.9681725406979227,0.7791763566482643
104683,6,0.007965935246179485,0.1261237853868278,0.007965935246179485,0.9681727433902542,0.7792246167271869
104693,6,0.007939282712198391,0.12613036212053294,0.007939282712198391,0.9681737567744668,0.7794658986825811
104701,6,0.007917973138078849,0.1261356248805239,0.007917973138078849,0.9681745673889176,0.7796589021232444
104707,6,0.007901998273760544,0.12613957275600465,0.007901998273760544,0.9681751752955624,0.7798036418005779
104711,6,0.007891351866885832,0.1261422050581994,0.007891351866885832,0.968175580540856,0.7799001287752313
104717,6,0.007875387535747314,0.12614615409151017,0.007875387535747314,0.9681761883700967,0.7800448500230212
104723,6,0.007859429570031247,0.12615010382351166,0.007859429570031247,0.9681767961529031,0.7801895602150252
104729,6,0.007843478004195634,0.12615405425722798,0.007843478004195634,0.9681774038892815,0.7803342593527499
104743,6,0.0078062827678927575,0.12616327468196203,0.0078062827678927575,0.968178821760313,0.7806718476935768
104759,6,0.007763817398002634,0.12617381705910574,0.007763817398002634,0.9681804418749715,0.7810575892789435
104761,6,0.0077585125188881195,0.12617513521520604,0.0077585125188881195,0.9681806443661061,0.7811058014538308
104773,6,0.007726698748335776,0.12618304583933757,0.007726698748335776,0.968181859204681,0.7813950487335829
104779,6,0.007710801891095166,0.12618700224162163,0.007710801891095166,0.968182466554401,0.7815396558097641
104789,6,0.007684322113324898,0.12619359787183415,0.007684322113324898,0.9681834787008926,0.7817806430696734
104801,6,0.007652571317965608,0.12620151533050425,0.007652571317965608,0.9681846931066993,0.7820697873093623
104803,6,0.007647282183308421,0.12620283519529982,0.007647282183308421,0.9681848954896417,0.7821179737242205
104827,6,0.007583872652994463,0.12621868006102277,0.007583872652994463,0.9681873236833572,0.782696115085064
104831,6,0.007573315283629807,0.12622132204544442,0.007573315283629807,0.9681877283102449,0.7827924548202216
104849,6,0.007525846166970841,0.12623321517356606,0.007525846166970841,0.9681895488765255,0.7832259229822738
104851,6,0.007520575794472856,0.12623453705894383,0.007520575794472856,0.9681897511359437,0.7832740799866105
104869,6,0.00747317863688285,0.1262464379057083,0.00747317863688285,0.9681915712392557,0.7837074379180285
104879,6,0.007446875302947869,0.1262530525275248,0.007446875302947869,0.9681925822277844,0.783948149472474
104891,6,0.007415338441021819,0.1262609929705788,0.007415338441021819,0.9681937952443757,0.7842369629465893
104911,6,0.007362843684956688,0.12627423414386102,0.007362843684956688,0.9681958165275665,0.7847182208491661
104917,6,0.007347111710823433,0.12627820824451136,0.007347111710823433,0.9681964228123395,0.7848625743665596
104933,6,0.0073051974099544266,0.12628880983684812,0.0073051974099544266,0.9681980393457479,0.7852474632733107
104947,6,0.00726856782376103,0.1262980910384739,0.00726856782376103,0.9681994535429093,0.7855841768831622
104953,6,0.007252882561684232,0.12630207008369515,0.007252882561684232,0.9682000595504073,0.785728464382703
104959,6,0.0072372052459862245,0.12630604996731343,0.0072372052459862245,0.9682006655117145,0.7858727408844012
104971,6,0.007205874642153005,0.12631401226648825,0.007205874642153005,0.9682018772957807,0.7861612609001635
104987,6,0.007164150899859471,0.12632463396671698,0.007164150899859471,0.9682034927205823,0.7865458858529237
104999,6,0.007132896393231389,0.12633260426263074,0.007132896393231389,0.9682047040737823,0.7868343032815145
105019,6,0.007080879674811208,0.12634589585216274,0.007080879674811208,0.9682067225856404,0.7873149013429679
105023,6,0.007070487584390906,0.1263485553464879,0.007070487584390906,0.9682071262265072,0.7874110063112371
105031,6,0.00704971477806479,0.1263538755223604,0.00704971477806479,0.9682079334467503,0.7876032016072116
105037,6,0.007034145186479875,0.12635786669847346,0.007034145186479875,0.9682085388081357,0.7877473352704173
105071,6,0.006946082276267049,0.12638050050635,0.006946082276267049,0.9682119683186327,0.788563885388732
105097,6,0.00687893335831444,0.12639782876043987,0.00687893335831444,0.9682145898872415,0.7891880683908422
105107,6,0.006853152541470762,0.12640449819652996,0.006853152541470762,0.9682155979526161,0.7894280839562277
105137,6,0.0067759659076396615,0.12642452256235806,0.0067759659076396615,0.9682186213816343,0.790147948008167
105143,6,0.006760557080273466,0.12642853036634222,0.006760557080273466,0.9682192259294058,0.7902918879537646
105167,6,0.006699018784717917,0.12644457153206068,0.006699018784717917,0.9682216436605895,0.7908675382355983
105173,6,0.006683658773792021,0.12644858433864323,0.006683658773792021,0.9682222479784404,0.7910114234381869
105199,6,0.00661721453655902,0.12646598499650233,0.00661721453655902,0.9682248661580459,0.7916347995347494
105211,6,0.006586612441810519,0.12647402264266805,0.006586612441810519,0.9682260742576543,0.7919224422986426
105227,6,0.006545874229940156,0.12648474607302104,0.006545874229940156,0.9682276847713721,0.7923058979457454
105229,6,0.0065407871993012415,0.12648608703471356,0.0065407871993012415,0.9682278860626291,0.7923538244355063
105527,6,0.005797510975157418,0.1266873632677867,0.005797510975157418,0.9682578215810078,0.7994813288113896
105971,6,0.004763701224453756,0.12699443729615478,0.004763701224453756,0.9683022150355142,0.8100511989319498
106367,6,0.003963268945856617,0.1272798512143094,0.003963268945856617,0.9683416004727476,0.819428683987539
106801,6,0.0033180094141057994,0.1276142495384946,0.0033180094141057994,0.9683845413897061,0.8296527118347877
107323,6,0.003069384300158979,0.128065094679807,0.003069384300158979,0.9684358820412966,0.841876676499196
107941,6,0.0036361575687541177,0.12867810954485223,0.0036361575687541177,0.9684962359111003,0.856246645500087
108499,6,0.004678628156889092,0.12928077431004895,0.004678628156889092,0.9685503357112202,0.8691275502905235
109097,6,0.006052755236617045,0.12995099866169652,0.006052755236617045,0.9686079033398286,0.8828341285306244
109721,6,0.007614332523842083,0.13066313548120284,0.007614332523842083,0.9686675270541227,0.8970302509816083
